"Author","Year","Title","Journal","Doi","URL"
"Bernhardt, KG; Oschatz, ML; Laubhann, D; Stallegger, M; Ruscher, S; Surbock, A",2014,"Influence of organic farming on the phytodiversity of the soil seedbank and above ground vegetation on organically managed farmland","GESUNDE PFLANZEN","10.1007/s10343-014-0324-y","http://doi.org/10.1007/s10343-014-0324-y"
"Felder, DL; Thoma, BP; Schmidt, WE; Sauvage, T; Self-Krayesky, SL; Chistoserdov, A; Bracken-Grissom, HD; Fredericq, S",2014,"Seaweeds and Decapod Crustaceans on Gulf Deep Banks after the Macondo Oil Spill","BIOSCIENCE","10.1093/biosci/biu119","http://doi.org/10.1093/biosci/biu119"
"Zwickle, S; Wilson, R; Doohan, D",2014,"Identifying the challenges of promoting ecological weed management (EWM) in organic agroecosystems through the lens of behavioral decision making","AGRICULTURE AND HUMAN VALUES","10.1007/s10460-014-9485-7","http://doi.org/10.1007/s10460-014-9485-7"
"Sarani, M; Oveisi, M; Mashhadi, HR; Alizade, H; Gonzalez-Andujar, JL",2014,"Interactions between the tillage system and crop rotation on the crop yield and weed populations under arid conditions","WEED BIOLOGY AND MANAGEMENT","10.1111/wbm.12047","http://doi.org/10.1111/wbm.12047"
"Ehlert, KA; Mangold, JM; Engel, RE",2014,"Integrating the herbicide imazapic and the fungal pathogen Pyrenophora semeniperda to control Bromus tectorum","WEED RESEARCH","10.1111/wre.12089","http://doi.org/10.1111/wre.12089"
"Boucher, D; Gauthier, S; Noel, J; Greene, DF; Bergeron, Y",2014,"Salvage logging affects early post-fire tree composition in Canadian boreal forest","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2014.04.002","http://doi.org/10.1016/j.foreco.2014.04.002"
"Wright, BR; Zuur, AF",2014,"Seedbank dynamics after masting in mulga (Acacia aptaneura): Implications for post-fire regeneration","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2014.03.008","http://doi.org/10.1016/j.jaridenv.2014.03.008"
"Aulakh, JS; Enloe, SF; Loewenstein, NJ; Price, AJ; Wehtje, G; Miller, JH",2014,"Pushing toward Cogongrass (Imperata cylindrica) Patch Eradication: The Influence of Herbicide Treatment and Application Timing on Cogongrass Rhizome Elimination","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1614/IPSM-D-13-00055.1","http://doi.org/10.1614/IPSM-D-13-00055.1"
"Rinella, MJ; Bellows, SE; Roth, AD",2014,"Aminopyralid Constrains Seed Production of the Invasive Annual Grasses Medusahead and Ventenata","RANGELAND ECOLOGY & MANAGEMENT","10.2111/REM-D-13-00138.1","http://doi.org/10.2111/REM-D-13-00138.1"
"Sosnoskie, LM; Webster, TM; Grey, TL; Culpepper, AS",2014,"Severed stems of Amaranthus palmeri are capable of regrowth and seed production in Gossypium hirsutum","ANNALS OF APPLIED BIOLOGY","10.1111/aab.12129","http://doi.org/10.1111/aab.12129"
"Haile, TA; Shirdiffe, SJ",2014,"Effect of Harvest Timing on Dormancy Induction in Canola Seeds","WEED SCIENCE","10.1614/WS-D-13-00178.1","http://doi.org/10.1614/WS-D-13-00178.1"
"Splawinski, TB; Greene, DF; Gauthier, S",2014,"A model of the post-fire recruitment of Picea mariana and Pinus banksiana as a function of salvage timing and intensity","ECOLOGICAL MODELLING","10.1016/j.ecolmodel.2014.03.007","http://doi.org/10.1016/j.ecolmodel.2014.03.007"
"Gwenzi, W; Hinz, C; Bleby, TM; Veneklaas, EJ",2014,"Transpiration and water relations of evergreen shrub species on an artificial landform for mine waste storage versus an adjacent natural site in semi-arid Western Australia","ECOHYDROLOGY","10.1002/eco.1422","http://doi.org/10.1002/eco.1422"
"Goodall, JM; Witkowski, ETF",2014,"Testing the performance of registered herbicides on the control of Campuloclinium macrocephalum (Asteraceae) in South African grasslands","WEED RESEARCH","10.1111/wre.12071","http://doi.org/10.1111/wre.12071"
"Liebman, M; Miller, ZJ; Williams, CL; Westerman, PR; Dixon, PM; Heggenstaller, A; Davis, AS; Menalled, FD; Sundberg, DN",2014,"Fates of Setaria faberi and Abutilon theophrasti seeds in three crop rotation systems","WEED RESEARCH","10.1111/wre.12069","http://doi.org/10.1111/wre.12069"
"Wagner, V; Nelson, CR",2014,"Herbicides Can Negatively Affect Seed Performance in Native Plants","RESTORATION ECOLOGY","10.1111/rec.12089","http://doi.org/10.1111/rec.12089"
"Del Fabbro, C; Gusewell, S; Prati, D",2014,"Allelopathic effects of three plant invaders on germination of native species: a field study","BIOLOGICAL INVASIONS","10.1007/s10530-013-0555-3","http://doi.org/10.1007/s10530-013-0555-3"
"Haile, TA; Gulden, RH; Shirtliffe, SJ",2014,"On-farm seed loss does not differ between windrowed and direct-harvested canola","CANADIAN JOURNAL OF PLANT SCIENCE","10.4141/CJPS2013-344","http://doi.org/10.4141/CJPS2013-344"
"Kimberley, A; Blackburn, GA; Whyatt, JD; Smart, SM",2014,"Traits of plant communities in fragmented forests: the relative influence of habitat spatial configuration and local abiotic conditions","JOURNAL OF ECOLOGY","10.1111/1365-2745.12222","http://doi.org/10.1111/1365-2745.12222"
"Schutte, BJ; Davis, AS",2014,"Do Common Waterhemp (Amaranthus rudis) Seedling Emergence Patterns Meet Criteria for Herbicide Resistance Simulation Modeling?","WEED TECHNOLOGY","10.1614/WT-D-13-00139.1","http://doi.org/10.1614/WT-D-13-00139.1"
"Harrington, TB",2014,"Synthetic Auxin Herbicides Control Germinating Scotch Broom (Cytisus scoparius)","WEED TECHNOLOGY","10.1614/WT-D-13-00170.1","http://doi.org/10.1614/WT-D-13-00170.1"
"Jabbour, R; Gallandt, ER; Le, SZ; Wilson, RS; Doohan, D",2014,"Organic Farmer Knowledge and Perceptions are Associated with On-Farm Weed Seedbank Densities in Northern New England","WEED SCIENCE","10.1614/WS-D-13-00098.1","http://doi.org/10.1614/WS-D-13-00098.1"
"Roberts, DG; Ottewell, KM; Whelan, RJ; Ayre, DJ",2014,"Is the post-disturbance composition of a plant population determined by selection for outcrossed seedlings or by the composition of the seedbank?","HEREDITY","10.1038/hdy.2013.119","http://doi.org/10.1038/hdy.2013.119"
"Daedlow, D; Westerman, PR; Baraibar, B; Rouphael, S; Gerowitt, B",2014,"Weed seed predation rate in cereals as a function of seed density and patch size, under high predation pressure by rodents","WEED RESEARCH","10.1111/wre.12066","http://doi.org/10.1111/wre.12066"
"Werle, R; Sandell, LD; Buhler, DD; Hartzler, RG; Lindquist, JL",2014,"Predicting Emergence of 23 Summer Annual Weed Species","WEED SCIENCE","10.1614/WS-D-13-00116.1","http://doi.org/10.1614/WS-D-13-00116.1"
"Young, FL; Ogg, AG; Alldredge, JR",2014,"Postharvest Tillage Reduces Downy Brome (Bromus tectorum L.) Infestations in Winter Wheat","WEED TECHNOLOGY","10.1614/WT-D-13-00151.1","http://doi.org/10.1614/WT-D-13-00151.1"
"Birthisel, SK; Gallandt, ER; Jabbour, R",2014,"Habitat effects on second-order predation of the seed predator Harpalus rufipes and implications for weed seedbank management","BIOLOGICAL CONTROL","10.1016/j.biocontrol.2013.12.004","http://doi.org/10.1016/j.biocontrol.2013.12.004"
"Grech, CJ; McLaren, DA; Lowien, J; McWhirter, L; Butler, KL; Sindel, BM",2014,"Assessment of management options for Chilean needle grass in sheep-grazing systems","GRASS AND FORAGE SCIENCE","10.1111/gfs.12026","http://doi.org/10.1111/gfs.12026"
"Fredericq, S; Arakaki, N; Camacho, O; Gabriel, D; Krayesky, D; Self-Krayesky, S; Rees, G; Richards, J; Sauvage, T; Venera-Ponton, D; Schmidt, WE",2014,"A Dynamic Approach to the Study of Rhodoliths: a Case Study for the Northwestern Gulf of Mexico","CRYPTOGAMIE ALGOLOGIE","10.7872/crya.v35.iss1.2014.77","http://doi.org/10.7872/crya.v35.iss1.2014.77"
"Schutte, BJ; Tomasek, BJ; Davis, AS; Andersson, L; Benoit, DL; Cirujeda, A; Dekker, J; Forcella, F; Gonzalez-Andujar, JL; Graziani, F; Murdoch, AJ; Neve, P; Rasmussen, IA; Sera, B; Salonen, J; Tei, F; Torresen, KS; Urbano, JM",2014,"An investigation to enhance understanding of the stimulation of weed seedling emergence by soil disturbance","WEED RESEARCH","10.1111/wre.12054","http://doi.org/10.1111/wre.12054"
"Gomez, R; Liebman, M; Munkvold, G",2014,"Weed seed decay in conventional and diversified cropping systems","WEED RESEARCH","10.1111/wre.12052","http://doi.org/10.1111/wre.12052"
"Reynolds, CJ; Long, RL; Flematti, GR; Cherry, H; Turner, SR",2014,"Karrikins promote germination of physiologically dormant seeds of Chrysanthemoides monilifera ssp monilifera (boneseed)","WEED RESEARCH","10.1111/wre.12051","http://doi.org/10.1111/wre.12051"
"Blanco, AM; Chantre, GR; Lodovichi, MV; Bandoni, JA; Lopez, RL; Vigna, MR; Gigon, R; Sabbatini, MR",2014,"Modeling seed dormancy release and germination for predicting Avena fatua L. field emergence: A genetic algorithm approach","ECOLOGICAL MODELLING","10.1016/j.ecolmodel.2013.10.013","http://doi.org/10.1016/j.ecolmodel.2013.10.013"
"Tozer, KN; Chapman, DF; Bell, NL; Crush, JR; King, WM; Rennie, GM; Wilson, DJ; Mapp, NR; Rossi, L; Aalders, LT; Cameron, CA",2014,"Botanical survey of perennial ryegrass-based dairy pastures in three regions of New Zealand: implications for ryegrass persistence","NEW ZEALAND JOURNAL OF AGRICULTURAL RESEARCH","10.1080/00288233.2013.863785","http://doi.org/10.1080/00288233.2013.863785"
"Muir, AM; Vesk, PA; Hepworth, G",2014,"Reproductive trajectories over decadal time-spans after fire for eight obligate-seeder shrub species in south-eastern Australia","AUSTRALIAN JOURNAL OF BOTANY","10.1071/BT14117","http://doi.org/10.1071/BT14117"
"Mitchell, ML; Virgona, JM; Jacobs, JL; Kemp, DR",2014,"Population biology of Microlaena stipoides in a south-eastern Australian pasture","CROP & PASTURE SCIENCE","10.1071/CP13404","http://doi.org/10.1071/CP13404"
"Nelson, ZJ; Weisberg, PJ; Kitchen, SG",2014,"Influence of climate and environment on post-fire recovery of mountain big sagebrush","INTERNATIONAL JOURNAL OF WILDLAND FIRE","10.1071/WF13012","http://doi.org/10.1071/WF13012"
"Bagavathiannan, MV; Norsworthy, JK; Smith, KL; Neve, P",2014,"Modeling the Simultaneous Evolution of Resistance to ALS- and ACCase-Inhibiting Herbicides in Barnyardgrass (Echinochloa crus-galli) in Clearfield (R) Rice","WEED TECHNOLOGY","10.1614/WT-D-13-00106.1","http://doi.org/10.1614/WT-D-13-00106.1"
"Johnson, DB; Norsworthy, JK",2014,"Johnsongrass (Sorghum halepense) Management as Influenced by Herbicide Selection and Application Timing","WEED TECHNOLOGY","10.1614/WT-D-13-00100.1","http://doi.org/10.1614/WT-D-13-00100.1"
"Haile, TA; Holzapfel, CB; Shirtliffe, SJ",2014,"Canola Genotypes and Harvest Methods Affect Seedbank Addition","AGRONOMY JOURNAL","10.2134/agronj2013.0376","http://doi.org/10.2134/agronj2013.0376"
"Bernstein, ER; Stoltenberg, DE; Posner, JL; Hedtcke, JL",2014,"Weed Community Dynamics and Suppression in Tilled and No-Tillage Transitional Organic Winter Rye-Soybean Systems","WEED SCIENCE","10.1614/WS-D-13-00090.1","http://doi.org/10.1614/WS-D-13-00090.1"
"Turner, FA; Van Acker, RC",2014,"Fertilizer Application Has No Effect on Large (Digitaria sanguinalis) or Smooth (Digitaria ischaemum) Crabgrass Germination and Emergence in Residential Turfgrass in a Northern Climate","WEED SCIENCE","10.1614/WS-D-13-00068.1","http://doi.org/10.1614/WS-D-13-00068.1"
"Lemerle, D; Luckett, DJ; Lockley, P; Koetz, E; Wu, HW",2014,"Competitive ability of Australian canola (Brassica napus) genotypes for weed management","CROP & PASTURE SCIENCE","10.1071/CP14125","http://doi.org/10.1071/CP14125"
"Emery, SM; Flory, SL; Clay, K; Robb, JR; Winters, B",2013,"Demographic responses of the invasive annual grass Microstegium vimineum to prescribed fires and herbicide","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2013.08.002","http://doi.org/10.1016/j.foreco.2013.08.002"
"Vidotto, F; De Palo, F; Ferrero, A",2013,"Effect of short-duration high temperatures on weed seed germination","ANNALS OF APPLIED BIOLOGY","10.1111/aab.12070","http://doi.org/10.1111/aab.12070"
"Lewis, TD; Rowan, JS; Hawes, C; McKenzie, BM",2013,"Assessing the significance of soil erosion for arable weed seedbank diversity in agro-ecosystems","PROGRESS IN PHYSICAL GEOGRAPHY-EARTH AND ENVIRONMENT","10.1177/0309133313491131","http://doi.org/10.1177/0309133313491131"
"Lehnhoff, EA; Miller, ZJ; Brelsford, MJ; White, S; Maxwell, BD",2013,"Relative Canopy Height Influences Wild Oat (Avena fatua) Seed Viability, Dormancy, and Germination","WEED SCIENCE","10.1614/WS-D-13-00084.1","http://doi.org/10.1614/WS-D-13-00084.1"
"Bagavathiannan, MV; Norsworthy, JK",2013,"Postdispersal Loss of Important Arable Weed Seeds in the Midsouthern United States","WEED SCIENCE","10.1614/WS-D-13-00065.1","http://doi.org/10.1614/WS-D-13-00065.1"
"Zhu, XC; Wu, HW; Stanton, R; Burrows, GE; Lemerle, D; Raman, H",2013,"Morphological variation of Solanum elaeagnifolium in south-eastern Australia","WEED RESEARCH","10.1111/wre.12032","http://doi.org/10.1111/wre.12032"
"Alignier, A; Ricci, B; Biju-Duval, L; Petit, S",2013,"Identifying the relevant spatial and temporal scales in plant species occurrence models: The case of arable weeds in landscape mosaic of crops","ECOLOGICAL COMPLEXITY","10.1016/j.ecocom.2013.01.007","http://doi.org/10.1016/j.ecocom.2013.01.007"
"Barabas, G; Ostling, A",2013,"Community robustness in discrete-time periodic environments","ECOLOGICAL COMPLEXITY","10.1016/j.ecocom.2013.07.001","http://doi.org/10.1016/j.ecocom.2013.07.001"
"Pinke, G; Karacsony, P; Botta-Dukat, Z; Czucz, B",2013,"Relating Ambrosia artemisiifolia and other weeds to the management of Hungarian sunflower crops","JOURNAL OF PEST SCIENCE","10.1007/s10340-013-0484-z","http://doi.org/10.1007/s10340-013-0484-z"
"Larson, DL; Bright, JB; Drobney, P; Larson, JL; Palaia, N; Rabie, PA; Vacek, S; Wells, D",2013,"Using prairie restoration to curtail invasion of Canada thistle: the importance of limiting similarity and seed mix richness","BIOLOGICAL INVASIONS","10.1007/s10530-013-0432-0","http://doi.org/10.1007/s10530-013-0432-0"
"Greene, DF; Splawinski, TB; Gauthier, S; Bergeron, Y",2013,"Seed abscission schedules and the timing of post-fire salvage of Picea mariana and Pinus banksiana","FOREST ECOLOGY AND MANAGEMENT","10.1016/j.foreco.2013.03.049","http://doi.org/10.1016/j.foreco.2013.03.049"
"Ellsworth, LM; Kauffman, JB",2013,"Seedbank responses to spring and fall prescribed fire in mountain big sagebrush ecosystems of differing ecological condition at Lava Beds National Monument, California","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2013.04.001","http://doi.org/10.1016/j.jaridenv.2013.04.001"
"Morris, C; Morris, LR; Leffler, AJ; Collins, CDH; Forman, AD; Weltz, MA; Kitchen, SG",2013,"Using long-term datasets to study exotic plant invasions on rangelands in the western United States","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2013.03.013","http://doi.org/10.1016/j.jaridenv.2013.03.013"
"Walsh, M; Newman, P; Powles, S",2013,"Targeting Weed Seeds In-Crop: A New Weed Control Paradigm for Global Agriculture","WEED TECHNOLOGY","10.1614/WT-D-12-00181.1","http://doi.org/10.1614/WT-D-12-00181.1"
"Bagavathiannan, MV; Norsworthy, JK; Smith, KL; Neve, P",2013,"Modeling the Evolution of Glyphosate Resistance in Barnyardgrass (Echinochloa crus-galli) in Cotton-Based Production Systems of the Midsouthern United States","WEED TECHNOLOGY","10.1614/WT-D-13-00013.1","http://doi.org/10.1614/WT-D-13-00013.1"
"Davis, AS; Clay, S; Cardina, J; Dille, A; Forcella, F; Lindquist, J; Sprague, C",2013,"Seed Burial Physical Environment Explains Departures from Regional Hydrothermal Model of Giant Ragweed (Ambrosia trifida) Seedling Emergence in US Midwest","WEED SCIENCE","10.1614/WS-D-12-00139.1","http://doi.org/10.1614/WS-D-12-00139.1"
"Harker, KN; O'Donovan, JT; Turkington, TK; Blackshaw, RE; Johnson, EN; Brandt, S; Kutcher, HR; Clayton, GW",2013,"Weed Interference Impacts and Yield Recovery after Four Years of Variable Crop Inputs in No-Till Barley and Canola","WEED TECHNOLOGY","10.1614/WT-D-12-00115.1","http://doi.org/10.1614/WT-D-12-00115.1"
"Kleemann, SGL; Gill, GS",2013,"Seed Dormancy and Seedling Emergence in Ripgut Brome (Bromus diandrus) Populations in Southern Australia","WEED SCIENCE","10.1614/WS-D-12-00083.1","http://doi.org/10.1614/WS-D-12-00083.1"
"Sosnoskie, LM; Webster, TM; Culpepper, AS",2013,"Glyphosate Resistance Does Not Affect Palmer Amaranth (Amaranthus palmeri) Seedbank Longevity","WEED SCIENCE","10.1614/WS-D-12-00111.1","http://doi.org/10.1614/WS-D-12-00111.1"
"Beckie, HJ; Blackshaw, RE; Low, R; Hail, LM; Sauder, CA; Martin, S; Brandt, RN; Shirriff, SW",2013,"Glyphosate- and Acetolactate Synthase Inhibitor-Resistant Kochia (Kochia scoparia) in Western Canada","WEED SCIENCE","10.1614/WS-D-12-00140.1","http://doi.org/10.1614/WS-D-12-00140.1"
"Longland, WS; Ostoja, SM",2013,"Ecosystem Services from Keystone Species: Diversionary Seeding and Seed-Caching Desert Rodents Can Enhance Indian Ricegrass Seedling Establishment","RESTORATION ECOLOGY","10.1111/j.1526-100X.2012.00895.x","http://doi.org/10.1111/j.1526-100X.2012.00895.x"
"Setter, CM; Lym, RG",2013,"Change in Leafy Spurge (Euphorbia esula) Density and Soil Seedbank Composition 10 Years following Release of Aphthona spp. Biological Control Agents","INVASIVE PLANT SCIENCE AND MANAGEMENT","10.1614/IPSM-D-12-00031.1","http://doi.org/10.1614/IPSM-D-12-00031.1"
"Legere, A; Shirtliffe, SJ; Vanasse, A; Gulden, RH",2013,"Extreme Grain-Based Cropping Systems: When Herbicide-Free Weed Management Meets Conservation Tillage in Northern Climates","WEED TECHNOLOGY","10.1614/WT-D-12-00074.1","http://doi.org/10.1614/WT-D-12-00074.1"
"Carpenter, D; Boutin, C; Allison, JE",2013,"Effects of chlorimuron ethyl on terrestrial and wetland plants: Levels of, and time to recovery following sublethal exposure","ENVIRONMENTAL POLLUTION","10.1016/j.envpol.2012.09.007","http://doi.org/10.1016/j.envpol.2012.09.007"
"Woods, SR; Fehmi, JS; Backer, DM",2012,"An assessment of revegetation treatments following removal of invasive Pennisetum ciliare (buffelgrass)","JOURNAL OF ARID ENVIRONMENTS","10.1016/j.jaridenv.2012.06.009","http://doi.org/10.1016/j.jaridenv.2012.06.009"
"Bagavathiannan, MV; Norsworthy, JK; Smith, KL; Neve, P",2012,"Seed production of barnyardgrass (Echinochloa crus-galli) in response to time of emergence in cotton and rice","JOURNAL OF AGRICULTURAL SCIENCE","10.1017/S0021859611000876","http://doi.org/10.1017/S0021859611000876"
