PT,AU,BA,BE,GP,AF,BF,CA,TI,SO,SE,BS,LA,DT,CT,CY,CL,SP,HO,DE,ID,AB,C1,RP,EM,RI,OI,FU,FX,CR,NR,TC,Z9,U1,U2,PU,PI,PA,SN,EI,BN,J9,JI,PD,PY,VL,IS,PN,SU,SI,MA,BP,EP,AR,DI,D2,EA,PG,WC,SC,GA,UT,PM,OA,HC,HP,DA
S,"Ebert, AW; de los Santos, EB; San Buenaventura, A; Imperial, RM",,"Keatinge, JDH; Srinivasan, R; Mecozzi, M",,"Ebert, A. W.; de los Santos, E. B.; San Buenaventura, A.; Imperial, R. M.",,,Community-based seed production of traditional vegetables to enhance nutrition security and empower farmers in the Philippines,"XXIX INTERNATIONAL HORTICULTURAL CONGRESS ON HORTICULTURE: SUSTAINING LIVES, LIVELIHOODS AND LANDSCAPES (IHC2014): INTERNATIONAL SYMPOSIUM ON INDIGENOUS VEGETABLES",Acta Horticulturae,,,,"29th International Horticultural Congress on Horticulture - Sustaining Lives, Livelihoods and Landscapes (IHC) / International Symposium on Promoting the Future of Indigenous Vegetables Worldwide","AUG 17-22, 2014","Brisbane, AUSTRALIA",Int Soc Hort Sci,,,,,,,,"Ebert, Andreas/J-6613-2019","Ebert, Andreas/0000-0001-8146-3813",,,,,,,,,,,,0567-7572,,978-94-62610-89-7,,,,2015,1102,,,,,,135,141,,10.17660/ActaHortic.2015.1102.16,,,,,,,WOS:000378730300016,,,,,
S,"Dulloo, ME",,"Jaenicke, H; Ashmore, SE; Dulloo, ME; Guarino, L; Taylor, M",,"Dulloo, M. E.",,,Conservation and availability of plant genetic diversity: innovative strategies and technologies,"XXIX INTERNATIONAL HORTICULTURAL CONGRESS ON HORTICULTURE: SUSTAINING LIVES, LIVELIHOODS AND LANDSCAPES (IHC2014): IV INTERNATIONAL SYMPOSIUM ON PLANT GENETIC RESOURCES",Acta Horticulturae,,,,"29th International Horticultural Congress on Horticulture - Sustaining Lives, Livelihoods and Landscapes (IHC) / 4th International Symposium on Plant Genetic Resources","AUG 17-22, 2014","Brisbane, AUSTRALIA",Int Soc Hort Sci,,,,,,,,,,,,,,,,,,,,,0567-7572,,978-94-62610-87-3,,,,2015,1101,,,,,,1,7,,10.17660/ActaHortic.2015.1101.1,,,,,,,WOS:000378649000001,,,,,
S,"Sommerville, KD; Offord, CA",,"Jaenicke, H; Ashmore, SE; Dulloo, ME; Guarino, L; Taylor, M",,"Sommerville, K. D.; Offord, C. A.",,,Ex situ conservation techniques for Australian rainforest species,"XXIX INTERNATIONAL HORTICULTURAL CONGRESS ON HORTICULTURE: SUSTAINING LIVES, LIVELIHOODS AND LANDSCAPES (IHC2014): IV INTERNATIONAL SYMPOSIUM ON PLANT GENETIC RESOURCES",Acta Horticulturae,,,,"29th International Horticultural Congress on Horticulture - Sustaining Lives, Livelihoods and Landscapes (IHC) / 4th International Symposium on Plant Genetic Resources","AUG 17-22, 2014","Brisbane, AUSTRALIA",Int Soc Hort Sci,,,,,,,,,,,,,,,,,,,,,0567-7572,,978-94-62610-87-3,,,,2015,1101,,,,,,75,80,,10.17660/ActaHortic.2015.1101.12,,,,,,,WOS:000378649000012,,,,,
S,"Blath, J; Eldon, B; Casanova, AG; Kurt, N",,"Mena, RH; Pardo, JC; Rivero, V; Bravo, GU",,"Blath, Jochen; Eldon, Bjarki; Casanova, Adrian Gonzalez; Kurt, Noemi",,,Genealogy of a Wright-Fisher Model with Strong SeedBank Component,XI SYMPOSIUM ON PROBABILITY AND STOCHASTIC PROCESSES,Progress in Probability,,,,11th Symposium on Probability and Stochastic Processes,"NOV 18-22, 2013","Centro Investigac Matematicas Mexico, MEXICO","Int Year Stat, Lab Internac Solomon Lefschetz CNRS CONACYT, Instituto Investigac Matematicas Aplicadas Sistemas, Instituto Matematicas, UNAM",Centro Investigac Matematicas Mexico,,,,,,,,,,,,,,,,,,,,1050-6977,,978-3-319-13984-5; 978-3-319-13983-8,,,,2015,69,,,,,,81,100,,10.1007/978-3-319-13984-5_4,,,,,,,WOS:000375985800005,,,,,
J,"Vivian, LM; Ward, KA; Marshall, DJ; Godfree, RC",,,,"Vivian, L. M.; Ward, K. A.; Marshall, D. J.; Godfree, R. C.",,,"Pseudoraphis spinescens (Poaceae) grasslands at Barmah Forest, Victoria, Australia: current distribution and implications for floodplain conservation",AUSTRALIAN JOURNAL OF BOTANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0067-1924,1444-9862,,,,,2015,63,6,,,,,526,540,,10.1071/BT15090,,,,,,,WOS:000368441900007,,,,,
J,"Renton, M; Lawes, R; Metcalf, T; Robertson, M",,,,"Renton, Michael; Lawes, Roger; Metcalf, Tess; Robertson, Michael",,,Considering long-term ecological effects on future land-use options when making tactical break-crop decisions in cropping systems,CROP & PASTURE SCIENCE,,,,,,,,,,,,,,,,"Lawes, Roger A/B-3538-2010; Robertson, Michael J/G-1418-2010; Renton, Michael/A-9979-2011","Renton, Michael/0000-0003-1316-0145",,,,,,,,,,,,1836-0947,1836-5795,,,,,2015,66,6,,,,,610,621,,10.1071/CP14135,,,,,,,WOS:000355869400007,,,,,
J,"Polat, R; Cakilcioglu, U; Ulusan, MD; Paksoy, MY",,,,"Polat, Ridvan; Cakilcioglu, Ugur; Ulusan, Musa Denizhan; Paksoy, Mehmet Yavuz",,,Survey of wild food plants for human consumption in Elazig (Turkey),INDIAN JOURNAL OF TRADITIONAL KNOWLEDGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0972-5938,0975-1068,,,,JAN,2015,14,1,,,,,69,75,,,,,,,,,WOS:000353863800011,,,,,
J,"McPhee, J; Borden, L; Bowles, J; Henry, HAL",,,,"McPhee, Jennifer; Borden, Laura; Bowles, Jane; Henry, Hugh A. L.",,,Tallgrass prairie restoration: implications of increased atmospheric nitrogen deposition when site preparation minimizes adventive grasses,RESTORATION ECOLOGY,,,,,,,,,,,,,,,,"Henry, Hugh/C-3955-2017",,,,,,,,,,,,,1061-2971,1526-100X,,,,JAN,2015,23,1,,,,,34,42,,10.1111/rec.12156,,,,,,,WOS:000348711100006,,,,,
B,"Gliessman, SR","Gliessman, SR",,,"Gliessman, Stephen R.","Gliessman, SR",,Management History and the Weed Seedbank,"FIELD AND LABORATORY INVESTIGATIONS IN AGROECOLOGY, 3RD EDITION",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978-1-4987-2849-2; 978-1-4398-9571-9,,,,2015,,,,,,,87,97,,,10.1201/b17884,,,,,,WOS:000481792100012,,,,,
J,"Reyes, O; Kaal, J; Aran, D; Gago, R; Bernal, J; Garcia-Duro, J; Basanta, M",,,,"Reyes, Otilia; Kaal, Joeri; Aran, Diego; Gago, Raquel; Bernal, Javier; Garcia-Duro, Juan; Basanta, Margarita",,,THE EFFECTS OF ASH AND BLACK CARBON (BIOCHAR) ON GERMINATION OF DIFFERENT TREE SPECIES,FIRE ECOLOGY,,,,,,,,,,,,,,,,"Bernal, Javier/X-3856-2018","Bernal, Javier/0000-0002-2374-2416; Aran, Diego/0000-0002-4375-6903; Reyes, Otilia/0000-0002-2276-7734; Kaal, Joeri/0000-0002-0177-5911",,,,,,,,,,,,1933-9747,,,,,,2015,11,1,,,,,119,133,,10.4996/fireecology.1101119,,,,,,,WOS:000352654800009,,,,,
J,"Webster, TM; Grey, TL",,,,"Webster, Theodore M.; Grey, Timothy L.",,,"Glyphosate-Resistant Palmer Amaranth (Amaranthus palmeri) Morphology, Growth, and Seed Production in Georgia",WEED SCIENCE,,,,,,,,,,,,,,,,"Webster, Theodore/A-4468-2009","Webster, Theodore/0000-0002-8259-2059",,,,,,,,,,,,0043-1745,1550-2759,,,,JAN-MAR,2015,63,1,,,,,264,272,,10.1614/WS-D-14-00051.1,,,,,,,WOS:000349782100007,,,,,
J,"Marques, AR; Costa, CF; Atman, APF; Garcia, QS",,,,"Marques, A. R.; Costa, C. F.; Atman, A. P. F.; Garcia, Q. S.",,,Germination characteristics and seedbank of the alien species Leucaena leucocephala (Fabaceae) in Brazilian forest: ecological implications,WEED RESEARCH,,,,,,,,,,,,,,,,"Atman, Allbens/A-2752-2008; Garcia, Queila/B-5429-2014","Atman, Allbens/0000-0002-7614-2721; Garcia, Queila/0000-0002-7137-788X",,,,,,,,,,,,0043-1737,1365-3180,,,,DEC,2014,54,6,,,,,576,583,,10.1111/wre.12107,,,,,,,WOS:000345307400004,,,,,
J,"Jabbour, R; Zwickle, S; Gallandt, ER; McPhee, KE; Wilson, RS; Doohan, D",,,,"Jabbour, Randa; Zwickle, Sarah; Gallandt, Eric R.; McPhee, Katherine E.; Wilson, Robyn S.; Doohan, Doug",,,Mental models of organic weed management: Comparison of New England US farmer and expert models,RENEWABLE AGRICULTURE AND FOOD SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1742-1705,1742-1713,,,,DEC,2014,29,4,,,,,319,333,,10.1017/S1742170513000185,,,,,,,WOS:000344392700003,,,,,
J,"Doisy, D; Colbach, N; Roger-Estrade, J; Mediene, S",,,,"Doisy, D.; Colbach, N.; Roger-Estrade, J.; Mediene, S.",,,Weed seed rain interception by grass cover depends on seed traits,WEED RESEARCH,,,,,,,,,,,,,,,,"Colbach, Nathalie/C-6677-2014","Colbach, Nathalie/0000-0002-3791-037X",,,,,,,,,,,,0043-1737,1365-3180,,,,DEC,2014,54,6,,,,,593,602,,10.1111/wre.12106,,,,,,,WOS:000345307400006,,,,,
J,"Cowan, OS; Anderson, PML",,,,"Cowan, O. S.; Anderson, P. M. L.",,,"The Peninsula Shale Renosterveld of Devil's Peak, Western Cape: A study into the vegetation and seedbank with a view toward potential restoration",SOUTH AFRICAN JOURNAL OF BOTANY,,,,,,,,,,,,,,,,,"Anderson, Pippin/0000-0003-3716-1206",,,,,,,,,,,,0254-6299,1727-9321,,,,NOV,2014,95,,,,,,135,145,,10.1016/j.sajb.2014.09.003,,,,,,,WOS:000347594800018,,,,,
J,"Harvey, BJ; Donato, DC; Romme, WH; Turner, MG",,,,"Harvey, Brian J.; Donato, Daniel C.; Romme, William H.; Turner, Monica G.",,,Fire severity and tree regeneration following bark beetle outbreaks: the role of outbreak stage and burning conditions,ECOLOGICAL APPLICATIONS,,,,,,,,,,,,,,,,"Harvey, Brian/T-9513-2017; Turner, Monica G/B-2099-2010; Romme, William/C-7317-2016","Harvey, Brian/0000-0002-5902-4862; Turner, Monica G/0000-0003-1903-2822; ",,,,,,,,,,,,1051-0761,1939-5582,,,,OCT,2014,24,7,,,,,1608,1625,,10.1890/13-1851.1,,,,,,,WOS:000342859800005,29210226,,,,
J,"Lettow, MC; Brudvig, LA; Bahlai, CA; Landis, DA",,,,"Lettow, M. C.; Brudvig, L. A.; Bahlai, C. A.; Landis, D. A.",,,"Oak savanna management strategies and their differential effects on vegetative structure, understory light, and flowering forbs",FOREST ECOLOGY AND MANAGEMENT,,,,,,,,,,,,,,,,"Bahlai, Christie/L-5500-2019; Landis, Douglas A./L-7991-2019","Bahlai, Christie/0000-0002-8937-8709; ",,,,,,,,,,,,0378-1127,1872-7042,,,,OCT 1,2014,329,,,,,,89,98,,10.1016/j.foreco.2014.06.019,,,,,,,WOS:000341474500010,,,,,
J,"Bernhardt, KG; Oschatz, ML; Laubhann, D; Stallegger, M; Ruscher, S; Surbock, A",,,,"Bernhardt, Karl-Georg; Oschatz, Marie-Louise; Laubhann, Daniel; Stallegger, Mathilde; Ruescher, Stefanie; Surboeck, Andreas",,,Influence of organic farming on the phytodiversity of the soil seedbank and above ground vegetation on organically managed farmland,GESUNDE PFLANZEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0367-4223,1439-0345,,,,SEP,2014,66,3,,,,,103,109,,10.1007/s10343-014-0324-y,,,,,,,WOS:000341497900003,,,,,
J,"Felder, DL; Thoma, BP; Schmidt, WE; Sauvage, T; Self-Krayesky, SL; Chistoserdov, A; Bracken-Grissom, HD; Fredericq, S",,,,"Felder, Darryl L.; Thoma, Brent P.; Schmidt, William E.; Sauvage, Thomas; Self-Krayesky, Sherry L.; Chistoserdov, Andrei; Bracken-Grissom, Heather D.; Fredericq, Suzanne",,,Seaweeds and Decapod Crustaceans on Gulf Deep Banks after the Macondo Oil Spill,BIOSCIENCE,,,,,,,,,,,,,,,,,"Sauvage, Thomas/0000-0002-9169-6925",,,,,,,,,,,,0006-3568,1525-3244,,,,SEP,2014,64,9,,,,,808,819,,10.1093/biosci/biu119,,,,,,,WOS:000341124000008,,,,,
J,"Zwickle, S; Wilson, R; Doohan, D",,,,"Zwickle, Sarah; Wilson, Robyn; Doohan, Doug",,,Identifying the challenges of promoting ecological weed management (EWM) in organic agroecosystems through the lens of behavioral decision making,AGRICULTURE AND HUMAN VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0889-048X,1572-8366,,,,SEP,2014,31,3,,,,,355,370,,10.1007/s10460-014-9485-7,,,,,,,WOS:000340533800003,,,,,
J,"Sarani, M; Oveisi, M; Mashhadi, HR; Alizade, H; Gonzalez-Andujar, JL",,,,"Sarani, Mansoor; Oveisi, Mostafa; Mashhadi, Hamid Rahimian; Alizade, Hassan; Luise Gonzalez-Andujar, Jose",,,Interactions between the tillage system and crop rotation on the crop yield and weed populations under arid conditions,WEED BIOLOGY AND MANAGEMENT,,,,,,,,,,,,,,,,"Alizadeh, Hassan/Z-3636-2019; GONZALEZ-ANDUJAR, JOSE L./G-5671-2013","Alizadeh, Hassan/0000-0002-5685-6567; GONZALEZ-ANDUJAR, JOSE L./0000-0003-2356-4098",,,,,,,,,,,,1444-6162,1445-6664,,,,SEP,2014,14,3,,,,,198,208,,10.1111/wbm.12047,,,,,,,WOS:000342976400006,,,,,
J,"Ehlert, KA; Mangold, JM; Engel, RE",,,,"Ehlert, K. A.; Mangold, J. M.; Engel, R. E.",,,Integrating the herbicide imazapic and the fungal pathogen Pyrenophora semeniperda to control Bromus tectorum,WEED RESEARCH,,,,,,,,,,,,,,,,,"Ehlert, Krista/0000-0002-6423-8670",,,,,,,,,,,,0043-1737,1365-3180,,,,AUG,2014,54,4,,,,,418,424,,10.1111/wre.12089,,,,,,,WOS:000340668400010,,,,,
J,"Boucher, D; Gauthier, S; Noel, J; Greene, DF; Bergeron, Y",,,,"Boucher, Dominique; Gauthier, Sylvie; Noel, Josee; Greene, David F.; Bergeron, Yves",,,Salvage logging affects early post-fire tree composition in Canadian boreal forest,FOREST ECOLOGY AND MANAGEMENT,,,,,,,,,,,,,,,,"Gauthier, Sylvie/J-3923-2019","Gauthier, Sylvie/0000-0001-6720-0195",,,,,,,,,,,,0378-1127,1872-7042,,,,AUG 1,2014,325,,,,,,118,127,,10.1016/j.foreco.2014.04.002,,,,,,,WOS:000339129600012,,,,,
J,"Wright, BR; Zuur, AF",,,,"Wright, Boyd R.; Zuur, Alain F.",,,Seedbank dynamics after masting in mulga (Acacia aptaneura): Implications for post-fire regeneration,JOURNAL OF ARID ENVIRONMENTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0140-1963,1095-922X,,,,AUG,2014,107,,,,,,10,17,,10.1016/j.jaridenv.2014.03.008,,,,,,,WOS:000336878200002,,,,,
J,"Aulakh, JS; Enloe, SF; Loewenstein, NJ; Price, AJ; Wehtje, G; Miller, JH",,,,"Aulakh, Jatinder S.; Enloe, Stephen F.; Loewenstein, Nancy J.; Price, Andrew J.; Wehtje, Glenn; Miller, James H.",,,Pushing toward Cogongrass (Imperata cylindrica) Patch Eradication: The Influence of Herbicide Treatment and Application Timing on Cogongrass Rhizome Elimination,INVASIVE PLANT SCIENCE AND MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939-7291,1939-747X,,,,JUL-SEP,2014,7,3,,,,,398,407,,10.1614/IPSM-D-13-00055.1,,,,,,,WOS:000344911100002,,,,,
J,"Rinella, MJ; Bellows, SE; Roth, AD",,,,"Rinella, Matthew J.; Bellows, Susan E.; Roth, Aaron D.",,,Aminopyralid Constrains Seed Production of the Invasive Annual Grasses Medusahead and Ventenata,RANGELAND ECOLOGY & MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550-7424,1551-5028,,,,JUL,2014,67,4,,,,,406,411,,10.2111/REM-D-13-00138.1,,,,,,,WOS:000338912800008,,,,,
J,"Sosnoskie, LM; Webster, TM; Grey, TL; Culpepper, AS",,,,"Sosnoskie, L. M.; Webster, T. M.; Grey, T. L.; Culpepper, A. S.",,,Severed stems of Amaranthus palmeri are capable of regrowth and seed production in Gossypium hirsutum,ANNALS OF APPLIED BIOLOGY,,,,,,,,,,,,,,,,"Webster, Theodore/A-4468-2009","Webster, Theodore/0000-0002-8259-2059",,,,,,,,,,,,0003-4746,1744-7348,,,,JUL,2014,165,1,,,,,147,154,,10.1111/aab.12129,,,,,,,WOS:000337665100013,,,,,
J,"Haile, TA; Shirdiffe, SJ",,,,"Haile, Teketel A.; Shirdiffe, Steven J.",,,Effect of Harvest Timing on Dormancy Induction in Canola Seeds,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,1550-2759,,,,JUL-SEP,2014,62,3,,,,,548,554,,10.1614/WS-D-13-00178.1,,,,,,,WOS:000340350600014,,,,,
J,"Splawinski, TB; Greene, DF; Gauthier, S",,,,"Splawinski, T. B.; Greene, D. F.; Gauthier, S.",,,A model of the post-fire recruitment of Picea mariana and Pinus banksiana as a function of salvage timing and intensity,ECOLOGICAL MODELLING,,,,,,,,,,,,,,,,"Gauthier, Sylvie/J-3923-2019","Gauthier, Sylvie/0000-0001-6720-0195",,,,,,,,,,,,0304-3800,1872-7026,,,,JUN 24,2014,282,,,,,,35,43,,10.1016/j.ecolmodel.2014.03.007,,,,,,,WOS:000336113500004,,,,,
J,"Gwenzi, W; Hinz, C; Bleby, TM; Veneklaas, EJ",,,,"Gwenzi, Willis; Hinz, Christoph; Bleby, Timothy M.; Veneklaas, Erik J.",,,Transpiration and water relations of evergreen shrub species on an artificial landform for mine waste storage versus an adjacent natural site in semi-arid Western Australia,ECOHYDROLOGY,,,,,,,,,,,,,,,,"Gwenzi, Willis/AAD-4037-2019; Hinz, Christoph/I-5455-2014; Veneklaas, Erik J/C-8907-2009","Gwenzi, Willis/0000-0003-3149-1052; Hinz, Christoph/0000-0003-0691-7402; Veneklaas, Erik J/0000-0002-7030-4056",,,,,,,,,,,,1936-0584,1936-0592,,,,JUN,2014,7,3,,,,,965,981,,10.1002/eco.1422,,,,,,,WOS:000337515300006,,,,,
J,"Van Vuren, DH",,,,"Van Vuren, Dirk H.",,,"Shrub regeneration after removal of feral sheep from Santa Cruz Island, California",CALIFORNIA FISH AND GAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0008-1078,,,,,SUM,2014,100,3,,,SI,,396,403,,,,,,,,,WOS:000350699500006,,,,,
J,"Goodall, JM; Witkowski, ETF",,,,"Goodall, J. M.; Witkowski, E. T. F.",,,Testing the performance of registered herbicides on the control of Campuloclinium macrocephalum (Asteraceae) in South African grasslands,WEED RESEARCH,,,,,,,,,,,,,,,,"Goodall, Jeremy/H-8543-2019","Goodall, Jeremy/0000-0001-9655-1816; Witkowski, Edward/0000-0001-5453-1390",,,,,,,,,,,,0043-1737,1365-3180,,,,JUN,2014,54,3,,,,,274,284,,10.1111/wre.12071,,,,,,,WOS:000334588600007,,,,,
J,"Liebman, M; Miller, ZJ; Williams, CL; Westerman, PR; Dixon, PM; Heggenstaller, A; Davis, AS; Menalled, FD; Sundberg, DN",,,,"Liebman, M.; Miller, Z. J.; Williams, C. L.; Westerman, P. R.; Dixon, P. M.; Heggenstaller, A.; Davis, A. S.; Menalled, F. D.; Sundberg, D. N.",,,Fates of Setaria faberi and Abutilon theophrasti seeds in three crop rotation systems,WEED RESEARCH,,,,,,,,,,,,,,,,"Dixon, Philip Michael/I-4843-2019","Dixon, Philip Michael/0000-0002-1778-0686; Davis, Adam/0000-0002-7196-1197",,,,,,,,,,,,0043-1737,1365-3180,,,,JUN,2014,54,3,,,,,293,306,,10.1111/wre.12069,,,,,,,WOS:000334588600009,,,,,
J,"Wagner, V; Nelson, CR",,,,"Wagner, Viktoria; Nelson, Cara R.",,,Herbicides Can Negatively Affect Seed Performance in Native Plants,RESTORATION ECOLOGY,,,,,,,,,,,,,,,,"Nelson, Cara/AAC-2493-2020","Wagner, Viktoria/0000-0002-2665-9888",,,,,,,,,,,,1061-2971,1526-100X,,,,MAY,2014,22,3,,,,,288,291,,10.1111/rec.12089,,,,,,,WOS:000336842500004,,,,,
J,"Del Fabbro, C; Gusewell, S; Prati, D",,,,"Del Fabbro, Corina; Guesewell, Sabine; Prati, Daniel",,,Allelopathic effects of three plant invaders on germination of native species: a field study,BIOLOGICAL INVASIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387-3547,1573-1464,,,,MAY,2014,16,5,,,,,1035,1042,,10.1007/s10530-013-0555-3,,,,,,,WOS:000334177900009,,,,,
J,"Haile, TA; Gulden, RH; Shirtliffe, SJ",,,,"Haile, Teketel A.; Gulden, Robert H.; Shirtliffe, Steven J.",,,On-farm seed loss does not differ between windrowed and direct-harvested canola,CANADIAN JOURNAL OF PLANT SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0008-4220,1918-1833,,,,MAY,2014,94,4,,,,,785,789,,10.4141/CJPS2013-344,,,,,,,WOS:000349150900019,,,,,
J,"Kimberley, A; Blackburn, GA; Whyatt, JD; Smart, SM",,,,"Kimberley, Adam; Blackburn, G. Alan; Whyatt, J. Duncan; Smart, Simon M.",,,Traits of plant communities in fragmented forests: the relative influence of habitat spatial configuration and local abiotic conditions,JOURNAL OF ECOLOGY,,,,,,,,,,,,,,,,"smart, simon M/I-6089-2012; Whyatt, J Duncan/D-8123-2014","Whyatt, J Duncan/0000-0001-9329-4367; Kimberley, Adam/0000-0002-0807-9943; smart, simon/0000-0003-2750-7832",,,,,,,,,,,,0022-0477,1365-2745,,,,MAY,2014,102,3,,,,,632,640,,10.1111/1365-2745.12222,,,,,,,WOS:000334588300009,,,,,
J,"Schutte, BJ; Davis, AS",,,,"Schutte, Brian J.; Davis, Adam S.",,,Do Common Waterhemp (Amaranthus rudis) Seedling Emergence Patterns Meet Criteria for Herbicide Resistance Simulation Modeling?,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,"Davis, Adam/0000-0002-7196-1197",,,,,,,,,,,,0890-037X,1550-2740,,,,APR-JUN,2014,28,2,,,,,408,417,,10.1614/WT-D-13-00139.1,,,,,,,WOS:000336112500015,,,,,
J,"Harrington, TB",,,,"Harrington, Timothy B.",,,Synthetic Auxin Herbicides Control Germinating Scotch Broom (Cytisus scoparius),WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,1550-2740,,,,APR-JUN,2014,28,2,,,,,435,442,,10.1614/WT-D-13-00170.1,,,,,,,WOS:000336112500019,,,,,
J,"Jabbour, R; Gallandt, ER; Le, SZ; Wilson, RS; Doohan, D",,,,"Jabbour, Randa; Gallandt, Eric R.; Le, Sarah Zwick; Wilson, Robyn S.; Doohan, Doug",,,Organic Farmer Knowledge and Perceptions are Associated with On-Farm Weed Seedbank Densities in Northern New England,WEED SCIENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1745,1550-2759,,,,APR-JUN,2014,62,2,,,,,338,349,,10.1614/WS-D-13-00098.1,,,,,,,WOS:000335363600013,,,,,
J,"Roberts, DG; Ottewell, KM; Whelan, RJ; Ayre, DJ",,,,"Roberts, D. G.; Ottewell, K. M.; Whelan, R. J.; Ayre, D. J.",,,Is the post-disturbance composition of a plant population determined by selection for outcrossed seedlings or by the composition of the seedbank?,HEREDITY,,,,,,,,,,,,,,,,"Ayre, David J/A-8761-2008; Kym, Ottewell/I-9875-2019","Ayre, David J/0000-0002-3124-4417; Kym, Ottewell/0000-0002-4273-3224",,,,,,,,,,,,0018-067X,1365-2540,,,,APR,2014,112,4,,,,,409,414,,10.1038/hdy.2013.119,,,,,,,WOS:000334605000007,24281549,,,,
J,"Wozniak, A; Soroka, M",,,,"Wozniak, A.; Soroka, M.",,,Effects of a 3-year reduced tillage on the yield and quality of grain and weed infestation of spring triticale (Triticosecale Wittmack),INTERNATIONAL JOURNAL OF PLANT PRODUCTION,,,,,,,,,,,,,,,,,"Wozniak, Andrzej/0000-0002-9845-7003",,,,,,,,,,,,1735-6814,1735-8043,,,,APR,2014,8,2,,,,,231,241,,,,,,,,,WOS:000332693900004,,,,,
J,"Daedlow, D; Westerman, PR; Baraibar, B; Rouphael, S; Gerowitt, B",,,,"Daedlow, D.; Westerman, P. R.; Baraibar, B.; Rouphael, S.; Gerowitt, B.",,,"Weed seed predation rate in cereals as a function of seed density and patch size, under high predation pressure by rodents",WEED RESEARCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0043-1737,1365-3180,,,,APR,2014,54,2,,,,,186,195,,10.1111/wre.12066,,,,,,,WOS:000332071500009,,,,,
J,"Werle, R; Sandell, LD; Buhler, DD; Hartzler, RG; Lindquist, JL",,,,"Werle, Rodrigo; Sandell, Lowell D.; Buhler, Douglas D.; Hartzler, Robert G.; Lindquist, John L.",,,Predicting Emergence of 23 Summer Annual Weed Species,WEED SCIENCE,,,,,,,,,,,,,,,,"Lindquist, John L/D-8656-2012",,,,,,,,,,,,,0043-1745,1550-2759,,,,APR-JUN,2014,62,2,,,,,267,279,,10.1614/WS-D-13-00116.1,,,,,,,WOS:000335363600007,,,,,
J,"Young, FL; Ogg, AG; Alldredge, JR",,,,"Young, Frank L.; Ogg, Alex G., Jr.; Alldredge, J. Richard",,,Postharvest Tillage Reduces Downy Brome (Bromus tectorum L.) Infestations in Winter Wheat,WEED TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0890-037X,1550-2740,,,,APR-JUN,2014,28,2,,,,,418,425,,10.1614/WT-D-13-00151.1,,,,,,,WOS:000336112500016,,,,,
J,"Birthisel, SK; Gallandt, ER; Jabbour, R",,,,"Birthisel, Sonja K.; Gallandt, Eric R.; Jabbour, Randa",,,Habitat effects on second-order predation of the seed predator Harpalus rufipes and implications for weed seedbank management,BIOLOGICAL CONTROL,,,,,,,,,,,,,,,,,"Gallandt, Eric/0000-0001-6684-6250",,,,,,,,,,,,1049-9644,1090-2112,,,,MAR,2014,70,,,,,,65,72,,10.1016/j.biocontrol.2013.12.004,,,,,,,WOS:000332397800009,,,,,
J,"Grech, CJ; McLaren, DA; Lowien, J; McWhirter, L; Butler, KL; Sindel, BM",,,,"Grech, C. J.; McLaren, D. A.; Lowien, J.; McWhirter, L.; Butler, K. L.; Sindel, B. M.",,,Assessment of management options for Chilean needle grass in sheep-grazing systems,GRASS AND FORAGE SCIENCE,,,,,,,,,,,,,,,,"butler, kym L/D-5507-2014","butler, kym L/0000-0002-1958-3942",,,,,,,,,,,,0142-5242,1365-2494,,,,MAR,2014,69,1,,,,,119,128,,10.1111/gfs.12026,,,,,,,WOS:000329755200010,,,,,
