PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Lishawa, SC; Lawrence, BA; Albert, DA; Larkin, DJ; Tuchman, NC				Lishawa, Shane C.; Lawrence, Beth A.; Albert, Dennis A.; Larkin, Daniel J.; Tuchman, Nancy C.			Invasive species removal increases species and phylogenetic diversity of wetland plant communities	ECOLOGY AND EVOLUTION																	Larkin, Daniel/0000-0001-6378-0495												2045-7758					JUN	2019	9	11					6231	6244		10.1002/ece3.5188							WOS:000472622400008	31236217					
J	Ballesteros, D; Pence, VC				Ballesteros, Daniel; Pence, Valerie C.			Survival and growth of embryo axes of temperate trees after two decades of cryo-storage	CRYOBIOLOGY																Ballesteros, Daniel/A-8947-2017	Ballesteros, Daniel/0000-0002-8762-4275												0011-2240	1090-2392				JUN	2019	88						110	113		10.1016/j.cryobiol.2019.04.005							WOS:000471364000017	31022387					
J	Le Coz, S; Cheptou, PO; Peyrard, N				Le Coz, Sebastian; Cheptou, Pierre-Olivier; Peyrard, Nathalie			A spatial Markovian framework for estimating regional and local dynamics of annual plants with dormancy	THEORETICAL POPULATION BIOLOGY																													0040-5809	1096-0325				JUN	2019	127						120	132		10.1016/j.tpb.2019.03.002							WOS:000470801000011	31004605					
J	Murray, BF; Reid, MA; Capon, SJ; Thoms, M; Wu, SB				Murray, Bruce F.; Reid, Michael A.; Capon, Samantha J.; Thoms, Martin; Wu, Shu-Biao			Gene flow and genetic structure in Acacia stenophylla (Fabaceae): Effects of hydrological connectivity	JOURNAL OF BIOGEOGRAPHY																Capon, Samantha/L-4944-2019; Wu, Shubiao/AAA-5324-2020; Wu, Shu-Biao/R-5951-2019; Thoms, Martin/D-5049-2011; Capon, Samantha/B-6937-2009	Wu, Shu-Biao/0000-0002-1790-6015; Thoms, Martin/0000-0002-8074-0476; Reid, Michael/0000-0002-3948-9347; Capon, Samantha/0000-0002-1975-553X												0305-0270	1365-2699				JUN	2019	46	6					1138	1151		10.1111/jbi.13566							WOS:000470781300004						
J	Cuba-Diaz, M; Acuna, D; Fuentes-Lillo, E				Cuba-Diaz, Marely; Acuna, Daniela; Fuentes-Lillo, Eduardo			Antarctic pearlwort (Colobanthus quitensis) populations respond differently to pre-germination treatments	POLAR BIOLOGY																Cuba-Diaz, Marely/V-3109-2019													0722-4060	1432-2056				JUN	2019	42	6					1209	1215		10.1007/s00300-019-02505-4							WOS:000470694200015						
J	Manela, N; Dagon, E; Semesh, H; Ovadia, O				Manela, Neta; Dagon, Ella; Semesh, Hagai; Ovadia, Ofer			Smoke interacts with fire history to stimulate soil seed bank germination in Mediterranean woodlands	JOURNAL OF PLANT ECOLOGY																													1752-9921	1752-993X				JUN	2019	12	3					419	427		10.1093/jpe/rty052							WOS:000469786800003						
J	Mayrinck, RC; Vilela, LC; Pereira, TM; Rodrigues, AG; Davide, AC; Vaz, TAA				Mayrinck, Rafaella C.; Vilela, Larissa C.; Pereira, Thalita M.; Rodrigues-Junior, Ailton G.; Davide, Antonio C.; Vaz, Tatiana A. A.			Seed desiccation tolerance/sensitivity of tree species from Brazilian biodiversity hotspots: considerations for conservation	TREES-STRUCTURE AND FUNCTION																	Mayrinck, Rafaella/0000-0001-7772-6502												0931-1890	1432-2285				JUN	2019	33	3					777	785		10.1007/s00468-019-01815-8							WOS:000469005900012						
J	Wang, XH; Tong, SZ; Li, YZ; Qi, Q; Zhang, DJ; Lyu, XG; Guo, Y; Liu, Y				Wang Xuehong; Tong Shouzheng; Li Yunzhao; Qi Qing; Zhang Dongjie; Lyu Xianguo; Guo Yue; Liu Yan			Plant Diversity Performance After Natural Restoration in Reclaimed Deyeuxia angustifolia Wetland	CHINESE GEOGRAPHICAL SCIENCE																													1002-0063	1993-064X				JUN	2019	29	3					437	445		10.1007/s11769-019-1043-1							WOS:000468937300007						
J	Cupit, C; Lomstein, BA; Kjeldsen, KU				Cupit, Carina; Lomstein, Bente Aagaard; Kjeldsen, Kasper Urup			Contrasting community composition of endospores and vegetative Firmicutes in a marine sediment suggests both endogenous and exogenous sources of endospore accumulation	ENVIRONMENTAL MICROBIOLOGY REPORTS																Kjeldsen, Kasper U/A-4151-2011	Kjeldsen, Kasper U/0000-0002-7805-5605												1758-2229					JUN	2019	11	3					352	360		10.1111/1758-2229.12679							WOS:000468000600007	30043505					
J	Waterworth, WM; Bray, CM; West, CE				Waterworth, Wanda M.; Bray, Clifford M.; West, Christopher E.			Seeds and the Art of Genome Maintenance	FRONTIERS IN PLANT SCIENCE																													1664-462X					MAY 31	2019	10								706	10.3389/fpls.2019.00706							WOS:000470093200001	31214224					
J	Martin-Sanz, RC; San-Martin, R; Poorter, H; Vazquez, A; Climent, J				Martin-Sanz, Ruth C.; San-Martin, Roberto; Poorter, Hendrik; Vazquez, Antonio; Climent, Jose			How Does Water Availability Affect the Allocation to Bark in a Mediterranean Conifer?	FRONTIERS IN PLANT SCIENCE																San Martin, Roberto/E-5379-2014; Climent, Jose/B-9090-2009; de la Cueva, Antonio Vazquez/D-9452-2012; Poorter, Hendrik/Y-2542-2019; Sanz, Ruth MartAn/AAA-6205-2020	San Martin, Roberto/0000-0001-8510-9926; Climent, Jose/0000-0002-0815-2645; de la Cueva, Antonio Vazquez/0000-0003-0897-3803; 												1664-462X					MAY 21	2019	10								607	10.3389/fpls.2019.00607							WOS:000468395000001	31164894					
J	Cheney, C; Esler, KJ; Foxcroft, LC; van Wilgen, NJ				Cheney, Chad; Esler, Karen J.; Foxcroft, Llewellyn C.; van Wilgen, Nicola J.			Scenarios for the management of invasive Acacia species in a protected area: Implications of clearing efficacy	JOURNAL OF ENVIRONMENTAL MANAGEMENT																van Wilgen, Nicola/D-7262-2012; Esler, Karen/A-1640-2008	van Wilgen, Nicola/0000-0001-8110-698X; Esler, Karen/0000-0001-6510-727X												0301-4797	1095-8630				MAY 15	2019	238						274	282		10.1016/j.jenvman.2019.02.112							WOS:000464296400031	30852404					
J	Milberg, P; Bergman, KO; Jonason, D; Karlsson, J; Westerberg, L				Milberg, Per; Bergman, Karl-Olof; Jonason, Dennis; Karlsson, Jesper; Westerberg, Lars			Land-use history influence the vegetation in coniferous production forests in southern Sweden	FOREST ECOLOGY AND MANAGEMENT																Milberg, Per/G-6153-2012	Milberg, Per/0000-0001-6128-1051												0378-1127	1872-7042				MAY 15	2019	440						23	30		10.1016/j.foreco.2019.03.005							WOS:000464297900003						
J	Silva, EFL; Moreira, FMD; Siqueira, JO				Leite Silva, Elzane Freitas; de Souza Moreira, Fatima Maria; Siqueira, Jose Oswaldo			Mn concentration and mycorrhizal colonization in understory native species grown at areas of manganese mine tailings disposal	INTERNATIONAL JOURNAL OF PHYTOREMEDIATION																Moreira, Fatima M.S./A-1732-2014	Moreira, Fatima M.S./0000-0003-0159-5811												1522-6514	1549-7879				MAY 12	2019	21	6					564	576		10.1080/15226514.2018.1540542							WOS:000466411500006	30656960					
J	Dalziell, EL; Funnekotter, B; Mancera, RL; Merritt, DJ				Dalziell, Emma L.; Funnekotter, Bryn; Mancera, Ricardo L.; Merritt, David J.			Seed storage behaviour of tropical members of the aquatic basal angiosperm genus Nymphaea L. (Nymphaeaceae)	CONSERVATION PHYSIOLOGY																; Merritt, David/G-9376-2011	Funnekotter, Bryn/0000-0002-6825-3085; Mancera, Ricardo/0000-0002-9191-5622; Merritt, David/0000-0002-3250-6861												2051-1434					MAY 10	2019	7								coz021	10.1093/conphys/coz021							WOS:000484513200001	31093328					
J	Polo-Avila, A; Infante-Izquierdo, MD; Soto, JM; Hermoso-Lopez, V; Nieva, FJJ; Castillo, JM; Munoz-Rodriguez, AF				Polo-Avila, Alejandro; Infante-Izquierdo, Maria D.; Soto, Jose M.; Hermoso-Lopez, Virgilio; Nieva, Francisco J. J.; Castillo, Jesus M.; Munoz-Rodriguez, Adolfo F.			Contrasting propagule dispersal and halophyte seed banks along the intertidal gradient	MARINE ECOLOGY PROGRESS SERIES																													0171-8630	1616-1599				MAY 9	2019	616						51	65		10.3354/meps12943							WOS:000485728900005						
J	Zhang, Z; Li, RH; Wang, DH; Valverde, BE; Qiang, S				Zhang, Zheng; Li, Ruhai; Wang, Dehao; Valverde, Bernal Eduardo; Qiang, Sheng			Floating dynamics of Beckmannia syzigachne Seed Dispersal via Irrigation Water in a Rice Field	AGRICULTURE ECOSYSTEMS & ENVIRONMENT																													0167-8809	1873-2305				MAY 1	2019	277						36	43		10.1016/j.agee.2019.02.008							WOS:000482173400005						
J	Cleary, M; Oskay, F; Dogmus, HT; Lehtijarvi, A; Woodward, S; Vettraino, AM				Cleary, Michelle; Oskay, Funda; Dogmus, Hatice Tugba; Lehtijaervi, Asko; Woodward, Stephen; Vettraino, Anna Maria			Cryptic Risks to Forest Biosecurity Associated with the Global Movement of Commercial Seed	FORESTS																; Cleary, Michelle/E-9742-2013	Woodward, Stephen/0000-0002-6627-7702; Cleary, Michelle/0000-0002-0318-5974; Vettraino, Anna Maria/0000-0003-0797-3297; oskay, funda/0000-0002-8918-5595												1999-4907					MAY	2019	10	5							459	10.3390/f10050459							WOS:000478814700098						
J	Wei, H; Bai, WJ; Zhang, JE; Chen, R; Xiang, HM; Quan, GM				Wei, Hui; Bai, Wenjuan; Zhang, Jiaen; Chen, Rui; Xiang, Huimin; Quan, Guoming			Integrated Rice-Duck Farming Decreases Soil Seed Bank and Weed Density in a Paddy Field	AGRONOMY-BASEL																														2073-4395				MAY	2019	9	5							259	10.3390/agronomy9050259							WOS:000472668300048						
J	Yan, JJ; Zhang, GP; Deng, XY; Ling, HB; Xu, HL; Guo, B				Yan, Junjie; Zhang, Guangpeng; Deng, Xiaoya; Ling, Hongbo; Xu, Hailiang; Guo, Bin			Does Climate Change or Human Activity Lead to the Degradation in the Grassland Ecosystem in a Mountain-Basin System in an Arid Region of China?	SUSTAINABILITY																	Guo, Bin/0000-0001-7886-0172													2071-1050				MAY 1	2019	11	9								10.3390/su11092618							WOS:000469518700166						
J	Halatkiewicz, T; Jankowska-Blaszczuk, M; Swiercz, A; Adamczyk, K				Halatkiewicz, Tomasz; Jankowska-Blaszczuk, Malgorzata; Swiercz, Anna; Adamczyk, Kalina			Soil seed bank and herb layer diversity within secondary oak forest in the Kozubowski Landscape Park	SYLWAN																													0039-7660					MAY	2019	163	5					415	424		10.26202/sylwan.2018136							WOS:000472592300007						
J	Behrendorff, L; Harris, SM; Muirhead, IF				Behrendorff, Linda; Harris, Stacy M.; Muirhead, Ian F.			Towards eradication: The history and management of Bitou Bush on K'gari-Fraser Island, Australia	ECOLOGICAL MANAGEMENT & RESTORATION																													1442-7001	1442-8903				MAY	2019	20	2					92	100		10.1111/emr.12349							WOS:000468626400002						
J	Zrobek-Sokolnik, A; Dynowski, P; Fenyk, MA				Zrobek-Sokolnik, Anna; Dynowski, Piotr; Fenyk, Mieczyslawa Aldona			The Morphological Features and Biology of a Relict and Endangered Woody Plant Species: Chamaedaphne calyculata (L.) Moench (Ericaceae)	PLANTS-BASEL																Dynowski, Piotr/AAE-5738-2019; Zrobek-Sokolnik, Anna/L-9877-2017	Dynowski, Piotr/0000-0003-1872-5440; Zrobek-Sokolnik, Anna/0000-0001-5472-6980												2223-7747					MAY	2019	8	5							129	10.3390/plants8050129							WOS:000470960600020	31096720					
J	Serota, TH; Culley, TM				Serota, Tziporah H.; Culley, Theresa M.			Seed Germination and Seedling Survival of Invasive Callery Pear (Pyrus calleryana Decne.) 11 Years After Fruit Collection	CASTANEA																													0008-7475	1938-4386				MAY	2019	84	1					47	52		10.2179/0008-7475.84.1.47							WOS:000469214200004						
J	Redwood, ME; Matlack, GR; Huebner, CD				Redwood, Mame E.; Matlack, Glenn R.; Huebner, Cynthia D.			Seed longevity and dormancy state in an invasive tree species: Ailanthus altissima (Simaroubaceae)	JOURNAL OF THE TORREY BOTANICAL SOCIETY																													1095-5674	1940-0616				MAY	2019	146	2					79	86		10.3159/TORREY-D-18-00038.1							WOS:000469502000001						
J	Musso, C; de Macedo, MA; Almeida, NN; Rodrigues, DD; Camargo, MEMS; Porto, ACCQ; Miranda, HS				Musso, Carolina; de Macedo, Mariana Aragao; Almeida, Niquele Nunes; Rodrigues, Danillo de Melo; Moreira Salomon Camargo, Maria Eduarda; Caixeta Queiroz Porto, Ana Clara; Miranda, Heloisa Sinatora			Andropogon gayanus Kunth invasion in the Cerrado: from seed production to seedling establishment along roadsides	BIOLOGICAL INVASIONS																													1387-3547	1573-1464				MAY	2019	21	5					1683	1695		10.1007/s10530-019-01928-8							WOS:000465867500019						
J	Edwards, KM; Schlesinger, C; Ooi, MKJ; French, K; Gooden, B				Edwards, Kaisha M.; Schlesinger, Christine; Ooi, Mark K. J.; French, Kris; Gooden, Ben			Invasive grass affects seed viability of native perennial shrubs in arid woodlands	BIOLOGICAL INVASIONS																Schlesinger, Christine/N-2209-2013; Ooi, Mark/A-4779-2012	Schlesinger, Christine/0000-0002-2676-3925; Ooi, Mark/0000-0002-3046-0417												1387-3547	1573-1464				MAY	2019	21	5					1763	1774		10.1007/s10530-019-01933-x							WOS:000465867500024						
J	Maynaud, G; Baudoin, E; Bourillon, J; Duponnois, R; Cleyet-Marel, JC; Brunel, B				Maynaud, G.; Baudoin, E.; Bourillon, J.; Duponnois, R.; Cleyet-Marel, J. -C.; Brunel, B.			Short-term effect of 915-MHz microwave treatments on soil physicochemical and biological properties	EUROPEAN JOURNAL OF SOIL SCIENCE																													1351-0754	1365-2389				MAY	2019	70	3					443	453		10.1111/ejss.12769							WOS:000468054300002						
J	Zhang, CH; Willis, CG; Ma, Z; Ma, MJ; Csontos, P; Baskin, CC; Baskin, JM; Li, JY; Zhou, HK; Zhao, XQ; Yao, BQ; Du, GZ				Zhang, Chunhui; Willis, Charles G.; Ma, Zhen; Ma, Miaojun; Csontos, Peter; Baskin, Carol C.; Baskin, Jerry M.; Li, Junyong; Zhou, Huakun; Zhao, Xinquan; Yao, Buqing; Du, Guozhen			Direct and indirect effects of long-term fertilization on the stability of the persistent seed bank	PLANT AND SOIL																Zhang, Chunhui/G-4663-2016	Zhang, Chunhui/0000-0002-1500-4114												0032-079X	1573-5036				MAY	2019	438	1-2					239	250		10.1007/s11104-019-04024-x							WOS:000468540800015						
J	Salaria, S; Howard, R; Clare, S; Creed, IF				Salaria, Saloni; Howard, Renee; Clare, Shari; Creed, Irena F.			Incomplete recovery of plant diversity in restored prairie wetlands on agricultural landscapes	RESTORATION ECOLOGY																Creed, Irena/L-8810-2013	Creed, Irena/0000-0001-8199-1472												1061-2971	1526-100X				MAY	2019	27	3					520	530		10.1111/rec.12890							WOS:000468332300009						
J	Gargiulo, R; Saubin, M; Rizzuto, G; West, B; Fay, MF; Kallow, S; Trivedi, C				Gargiulo, Roberta; Saubin, Meline; Rizzuto, Gabriele; West, Bede; Fay, Michael F.; Kallow, Simon; Trivedi, Clare			Genetic diversity in British populations of Taxus baccata L.: Is the seedbank collection representative of the genetic variation in the wild?	BIOLOGICAL CONSERVATION																West, Bede/G-4832-2019	West, Bede/0000-0001-9434-9817; Gargiulo, Roberta/0000-0001-8663-6568												0006-3207	1873-2917				MAY	2019	233						289	297		10.1016/j.biocon.2019.01.014							WOS:000467513500031						
J	Funk, FA; Loydi, A; Peter, G; Distel, RA				Funk, Flavia A.; Loydi, Alejandro; Peter, Guadalupe; Distel, Roberto A.			Effect of Grazing and Drought on Seed Bank in Semiarid Patchy Rangelands of Northern Patagonia, Argentina	INTERNATIONAL JOURNAL OF PLANT SCIENCES																Loydi, Alejandro/C-2291-2012	Loydi, Alejandro/0000-0002-0306-905X												1058-5893	1537-5315				MAY 1	2019	180	4					337	344		10.1086/702661							WOS:000467142600005						
J	Tracey, A; Aarssen, L				Tracey, Amanda; Aarssen, Lonnie			Resident species with larger size metrics do not recruit more offspring from the soil seed bank in old-field meadow vegetation	JOURNAL OF ECOLOGY																													0022-0477	1365-2745				MAY	2019	107	3					1067	1078		10.1111/1365-2745.13089							WOS:000467417500004						
J	Tangney, R; Merritt, DJ; Fontaine, JB; Miller, BP				Tangney, Ryan; Merritt, David J.; Fontaine, Joseph B.; Miller, Ben P.			Seed moisture content as a primary trait regulating the lethal temperature thresholds of seeds	JOURNAL OF ECOLOGY																; Fontaine, Joseph/M-9186-2013; Merritt, David/G-9376-2011; Miller, Ben/H-7190-2013	Tangney, Ryan/0000-0002-6659-664X; Fontaine, Joseph/0000-0002-6515-7864; Merritt, David/0000-0002-3250-6861; Miller, Ben/0000-0002-8569-6697												0022-0477	1365-2745				MAY	2019	107	3					1093	1105		10.1111/1365-2745.13095							WOS:000467417500006						
J	Chen, FQ; Wu, Y; Zhang, M; Ma, YR; Xie, ZQ; Chen, C				Chen, Fang-qing; Wu, Yang; Zhang, Miao; Ma, Yan-ran; Xie, Zong-qiang; Chen, Chen			Secondary seed dispersal in hydro-fluctuation belts and its influence on the soil seed bank	RIVER RESEARCH AND APPLICATIONS																													1535-1459	1535-1467				MAY	2019	35	4					405	413		10.1002/rra.3411							WOS:000467309600009						
J	Diaz, FP; Latorre, C; Carrasco-Puga, G; Wood, JR; Wilmshurst, JM; Soto, DC; Cole, TL; Gutierrez, RA				Diaz, Francisca P.; Latorre, Claudio; Carrasco-Puga, Gabriela; Wood, Jamie R.; Wilmshurst, Janet M.; Soto, Daniela C.; Cole, Theresa L.; Gutierrez, Rodrigo A.			Multiscale climate change impacts on plant diversity in the Atacama Desert	GLOBAL CHANGE BIOLOGY																Wilmshurst, Janet/O-8611-2019; Wood, Jamie/A-9393-2008; Gutierrez, Rodrigo/C-2611-2008	Wilmshurst, Janet/0000-0002-4474-8569; Diaz, Francisca P/0000-0002-1100-7801; Wood, Jamie/0000-0001-8008-6083; Carrasco-Puga, Gabriela/0000-0001-7056-6235; Gutierrez, Rodrigo/0000-0002-5961-5005; Soto, Daniela/0000-0002-6292-655X												1354-1013	1365-2486				MAY	2019	25	5					1733	1745		10.1111/gcb.14583							WOS:000465103600014	30706600					
J	Magrini, S; De Vitis, M; Torelli, D; Santi, L; Zucconi, L				Magrini, S.; De Vitis, M.; Torelli, D.; Santi, L.; Zucconi, L.			Seed banking of terrestrial orchids: evaluation of seed quality in Anacamptis following 4-year dry storage	PLANT BIOLOGY					International Symposium of the NAtive Seed Science, TEchnology and Conservation (NAS-STEC)	SEP, 2017	Royal Botan Gardens, Kew, ENGLAND	NAt Seed Sci TEchnol & Conserv	Royal Botan Gardens							DeVitis, Marcello/I-6673-2019; Magrini, Sara/A-8544-2012; Zucconi, Laura/U-9781-2018	DeVitis, Marcello/0000-0002-2156-8186; Magrini, Sara/0000-0002-7966-7574; Zucconi, Laura/0000-0001-9793-2303												1435-8603	1438-8677				MAY	2019	21	3			SI		544	550		10.1111/plb.12936							WOS:000465088600020	30430713					
J	Guo, JL; Yu, YH; Zhang, JW; Li, ZM; Zhang, YH; Volis, S				Guo, Jian-Ling; Yu, Yan-Hong; Zhang, Jian-Wen; Li, Zhi-Min; Zhang, Yong-Hong; Volis, Sergei			Conservation strategy for aquatic plants: endangered Ottelia acuminata (Hydrocharitaceae) as a case study	BIODIVERSITY AND CONSERVATION																													0960-3115	1572-9710				MAY	2019	28	6					1533	1548		10.1007/s10531-019-01740-9							WOS:000464767600012						
